freq,unit,sex,age,icd10,geo\TIME_PERIOD,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
A,RT,F,TOTAL,C91-C95,ITC3,14.08,12.11,11.08,10.2,11.97,12.66,9.56,12.03,11.29,10.23,10.81,10.74,9.1
A,RT,F,TOTAL,C91-C95,ITC4,8.48,8.3,8.25,7.45,7.58,7.77,8.08,8.71,8.57,7.92,9.09,7.89,8.78
A,RT,F,TOTAL,C91-C95,ITF1,10.52,9.8,7.79,9.64,9.38,7.94,10.65,10.0,9.94,8.96,9.03,7.84,11.1
A,RT,F,TOTAL,C91-C95,ITF2,11.79,6.85,6.84,11.21,6.9,12.64,8.92,7.73,11.74,7.95,8.74,7.45,10.92
A,RT,F,TOTAL,C91-C95,ITF3,7.7,7.4,7.01,7.29,7.51,7.13,7.26,7.53,7.4,7.6,7.08,7.2,8.2
A,RT,F,TOTAL,C91-C95,ITF4,7.62,8.19,7.63,7.83,7.9,7.98,7.53,8.3,8.16,7.41,8.53,8.97,8.46
A,RT,F,TOTAL,C91-C95,ITF5,8.78,9.51,14.26,10.86,8.53,9.96,7.95,9.09,9.2,10.03,6.89,10.97,8.86
A,RT,F,TOTAL,C91-C95,ITF6,8.41,8.56,7.23,6.91,6.34,9.55,9.4,6.09,7.63,9.28,9.58,9.42,7.34
A,RT,F,TOTAL,C91-C95,ITG1,7.24,8.13,8.15,7.67,7.69,8.57,8.69,8.04,8.36,8.01,8.54,7.96,7.67
A,RT,F,TOTAL,C91-C95,ITG2,7.57,7.52,7.7,7.78,6.97,8.89,9.41,9.38,8.88,8.33,9.01,8.81,8.48
A,RT,F,TOTAL,C91-C95,ITH1,5.06,6.99,6.92,6.87,3.8,8.31,6.01,6.73,7.08,8.91,3.72,7.81,8.51
A,RT,F,TOTAL,C91-C95,ITH2,7.4,8.51,6.96,8.38,10.55,6.55,9.82,11.23,6.13,8.32,6.55,10.55,5.81
A,RT,F,TOTAL,C91-C95,ITH3,8.82,9.53,8.47,8.59,7.41,8.15,9.04,9.07,8.63,9.14,9.1,9.04,10.42
A,RT,F,TOTAL,C91-C95,ITH4,7.89,8.24,9.0,7.57,9.5,10.33,8.13,9.62,7.41,10.53,8.47,8.67,11.62
A,RT,F,TOTAL,C91-C95,ITH5,8.92,8.92,8.96,9.5,7.76,8.94,8.86,8.95,8.43,8.68,8.07,9.89,8.86
A,RT,F,TOTAL,C91-C95,ITI1,10.06,10.92,9.51,10.06,9.97,10.71,10.84,11.28,10.94,11.86,9.81,10.13,9.29
A,RT,F,TOTAL,C91-C95,ITI2,9.07,9.99,9.7,12.44,10.76,10.59,11.51,9.66,10.41,9.8,10.77,9.48,10.21
A,RT,F,TOTAL,C91-C95,ITI3,7.5,9.79,9.88,10.12,8.65,7.18,10.75,9.56,8.98,10.61,8.63,11.83,11.61
A,RT,F,TOTAL,C91-C95,ITI4,9.46,9.66,9.24,10.11,9.57,9.21,10.36,8.19,9.46,9.39,9.61,9.19,9.37
A,RT,F,TOTAL,C_OTH,ITC1,43.16,44.34,44.36,42.02,45.91,41.67,37.52,41.76,41.52,37.54,40.61,41.6,41.12
A,RT,F,TOTAL,C_OTH,ITC2,27.63,19.95,27.42,34.96,48.87,38.42,27.82,26.42,29.67,28.28,33.25,33.41,23.94
A,RT,F,TOTAL,C_OTH,ITC3,45.7,52.43,52.64,53.29,48.85,42.98,43.62,46.51,41.16,44.44,43.74,42.18,39.07
A,RT,F,TOTAL,C_OTH,ITC4,37.78,40.76,37.49,38.99,40.36,35.47,34.39,33.58,35.43,34.84,35.28,35.35,34.15
A,RT,F,TOTAL,C_OTH,ITF1,35.64,31.02,33.23,35.5,32.68,28.39,28.83,29.26,26.96,31.88,31.98,29.35,30.67
A,RT,F,TOTAL,C_OTH,ITF2,36.61,38.62,34.84,33.02,38.25,28.43,32.49,30.29,26.09,39.74,33.61,42.68,34.13
A,RT,F,TOTAL,C_OTH,ITF3,29.59,28.64,28.07,29.14,29.45,25.43,25.41,25.01,26.45,26.46,25.96,24.6,25.72
A,RT,F,TOTAL,C_OTH,ITF4,33.55,33.29,30.61,33.57,33.21,29.37,28.63,28.1,28.35,31.11,30.15,32.32,32.03
A,RT,F,TOTAL,C_OTH,ITF5,34.43,32.59,34.62,29.19,35.13,27.81,25.93,29.71,31.86,31.53,31.17,28.51,34.68
A,RT,F,TOTAL,C_OTH,ITF6,29.19,30.27,28.14,28.83,29.52,25.28,25.9,27.6,27.11,28.66,27.9,26.68,29.15
A,RT,F,TOTAL,C_OTH,ITG1,28.42,29.2,31.47,29.67,31.83,26.51,25.99,27.16,27.62,28.33,29.24,28.29,25.58
A,RT,F,TOTAL,C_OTH,ITG2,32.3,32.82,32.36,35.94,36.38,31.19,31.67,28.74,34.29,31.87,32.7,38.07,30.82
A,RT,F,TOTAL,C_OTH,ITH1,32.29,31.07,29.23,19.84,28.48,25.7,25.18,26.17,23.09,24.51,28.26,20.45,20.73
A,RT,F,TOTAL,C_OTH,ITH2,34.76,33.67,37.38,36.42,35.28,28.73,34.9,39.49,34.64,33.64,38.18,28.37,33.38
A,RT,F,TOTAL,C_OTH,ITH3,33.72,33.88,33.85,34.02,36.08,30.33,29.87,29.18,29.5,30.96,31.26,31.01,30.46
A,RT,F,TOTAL,C_OTH,ITH4,45.31,47.53,48.16,43.54,48.14,46.9,34.93,46.01,36.25,35.79,38.78,38.26,42.71
A,RT,F,TOTAL,C_OTH,ITH5,38.82,40.5,40.39,42.55,39.93,34.99,34.88,34.94,37.2,36.68,33.03,32.42,34.79
A,RT,F,TOTAL,C_OTH,ITI1,40.24,40.01,38.78,44.05,41.43,34.72,35.16,32.75,35.01,36.93,37.04,36.33,36.17
A,RT,F,TOTAL,C_OTH,ITI2,33.24,32.79,32.98,38.83,37.24,33.93,34.96,30.06,32.57,33.63,35.23,33.19,30.62
A,RT,F,TOTAL,C_OTH,ITI3,40.13,40.94,38.53,35.48,38.72,34.49,30.37,31.86,33.11,38.04,33.33,37.34,33.77
A,RT,F,TOTAL,C_OTH,ITI4,29.58,31.35,33.01,32.63,32.88,28.58,26.5,27.61,27.07,26.47,27.38,27.1,28.13
A,RT,F,TOTAL,D00-D48,ITC1,11.57,11.59,10.01,11.37,10.75,12.83,14.79,14.07,13.64,13.24,13.66,13.07,14.75
A,RT,F,TOTAL,D00-D48,ITC2,15.35,10.74,18.28,7.6,16.8,9.22,12.36,18.65,10.93,11.0,19.0,15.91,9.57
A,RT,F,TOTAL,D00-D48,ITC3,18.73,17.07,17.1,17.76,19.95,19.48,21.69,19.59,21.96,21.46,19.83,20.32,20.5
A,RT,F,TOTAL,D00-D48,ITC4,10.96,12.9,11.34,12.34,12.71,13.47,13.32,14.57,13.99,14.74,13.8,13.99,14.23
A,RT,F,TOTAL,D00-D48,ITF1,13.29,13.95,11.17,11.54,14.07,13.24,16.71,15.23,16.57,14.27,17.14,17.67,15.41
A,RT,F,TOTAL,D00-D48,ITF2,14.89,14.95,13.07,15.57,18.81,15.8,14.65,14.18,19.57,14.57,12.1,7.45,14.33
A,RT,F,TOTAL,D00-D48,ITF3,8.33,9.05,8.78,8.62,9.44,10.0,9.23,9.45,10.09,10.98,10.66,9.99,10.37
A,RT,F,TOTAL,D00-D48,ITF4,12.63,11.11,12.11,11.96,12.27,13.56,12.81,13.49,15.92,15.11,15.92,14.64,17.42
A,RT,F,TOTAL,D00-D48,ITF5,9.79,10.52,11.88,12.22,11.94,12.02,13.83,11.54,17.35,17.56,13.77,16.45,21.4
A,RT,F,TOTAL,D00-D48,ITF6,10.59,9.66,9.71,12.04,10.5,11.44,11.1,15.22,13.71,14.38,12.95,16.2,13.09
A,RT,F,TOTAL,D00-D48,ITG1,10.0,9.84,10.07,9.23,10.37,11.6,11.28,11.88,11.3,12.14,12.97,11.72,11.89
A,RT,F,TOTAL,D00-D48,ITG2,10.77,12.65,10.79,12.02,13.58,12.81,12.86,15.63,12.16,14.58,13.08,15.38,12.1
A,RT,F,TOTAL,D00-D48,ITH1,3.5,1.55,6.15,6.11,5.7,8.69,13.15,12.71,9.68,12.63,12.64,8.92,6.29
A,RT,F,TOTAL,D00-D48,ITH2,7.4,5.55,15.39,14.93,14.55,14.91,16.0,21.01,22.37,17.36,16.36,16.73,14.51
A,RT,F,TOTAL,D00-D48,ITH3,14.37,16.26,14.48,12.71,15.58,16.62,15.49,16.83,16.82,17.59,15.73,16.3,18.17
A,RT,F,TOTAL,D00-D48,ITH4,15.79,18.06,14.84,14.83,16.79,18.12,19.78,20.2,18.05,21.7,16.13,18.47,16.04
A,RT,F,TOTAL,D00-D48,ITH5,15.99,15.79,15.76,15.56,16.09,19.15,18.2,16.55,17.6,17.66,16.41,18.28,18.48
A,RT,F,TOTAL,D00-D48,ITI1,12.64,12.12,12.25,11.19,12.23,13.03,12.7,12.68,15.33,13.01,12.72,14.32,12.16
A,RT,F,TOTAL,D00-D48,ITI2,13.38,16.94,12.29,9.23,10.12,15.13,14.98,16.68,11.08,15.37,13.46,15.35,14.06
A,RT,F,TOTAL,D00-D48,ITI3,12.75,11.93,13.26,11.49,14.29,15.99,16.7,13.51,15.4,16.17,17.77,17.75,16.75
A,RT,F,TOTAL,D00-D48,ITI4,12.62,12.69,11.8,12.28,12.0,13.37,14.07,13.79,14.39,15.76,14.35,15.13,16.9
A,RT,F,TOTAL,D50-D89,ITC1,6.13,6.06,6.02,5.25,6.36,6.39,6.87,6.34,7.11,6.44,7.95,8.48,7.31
A,RT,F,TOTAL,D50-D89,ITC2,6.14,12.28,4.57,6.08,10.69,1.54,1.55,6.22,3.12,4.71,4.75,17.5,7.98
A,RT,F,TOTAL,D50-D89,ITC3,7.28,8.84,9.27,9.6,7.01,9.13,8.7,11.04,9.41,13.13,10.3,13.16,9.48
A,RT,F,TOTAL,D50-D89,ITC4,5.65,5.69,4.93,4.75,5.82,5.41,5.97,5.16,6.24,7.7,7.06,7.2,7.03
A,RT,F,TOTAL,D50-D89,ITF1,5.99,6.68,7.5,5.26,8.21,6.62,7.84,7.91,5.72,8.2,8.57,9.99,9.56
A,RT,F,TOTAL,D50-D89,ITF2,6.83,8.1,6.22,8.1,6.9,4.42,7.01,4.51,11.09,10.6,8.74,14.23,10.92
A,RT,F,TOTAL,D50-D89,ITF3,4.0,3.6,4.24,4.24,4.85,4.73,4.98,4.62,5.08,4.95,5.83,5.46,5.65
A,RT,F,TOTAL,D50-D89,ITF4,5.82,6.13,4.96,6.6,5.66,6.45,6.52,6.02,6.88,6.12,8.63,7.57,7.66
A,RT,F,TOTAL,D50-D89,ITF5,5.4,5.77,5.77,8.15,7.16,9.61,5.53,9.09,6.02,10.39,9.79,10.6,9.96
A,RT,F,TOTAL,D50-D89,ITF6,5.74,6.77,5.55,5.13,5.75,5.37,7.4,5.78,7.73,6.88,9.37,9.42,8.3
A,RT,F,TOTAL,D50-D89,ITG1,5.71,5.85,5.76,5.26,5.51,5.5,6.14,6.11,5.77,6.29,8.13,6.91,6.58
A,RT,F,TOTAL,D50-D89,ITG2,6.98,6.56,4.86,6.13,7.09,5.93,7.02,8.78,6.69,7.6,5.43,10.91,6.74
A,RT,F,TOTAL,D50-D89,ITH1,2.33,1.55,3.08,1.91,2.66,4.53,3.76,4.11,3.72,4.83,5.2,5.21,2.59
A,RT,F,TOTAL,D50-D89,ITH2,5.55,2.96,5.13,3.28,6.18,4.0,6.54,4.71,5.41,6.51,4.73,5.82,7.98
A,RT,F,TOTAL,D50-D89,ITH3,5.19,5.01,4.65,3.64,5.51,6.04,5.22,5.36,5.94,6.36,6.35,6.89,7.1
A,RT,F,TOTAL,D50-D89,ITH4,5.68,4.44,7.26,6.78,8.08,6.36,5.26,5.93,5.16,8.58,8.15,5.89,6.38
A,RT,F,TOTAL,D50-D89,ITH5,5.87,7.19,5.84,6.02,6.67,6.63,7.2,6.68,6.68,8.46,8.64,8.83,8.2
A,RT,F,TOTAL,D50-D89,ITI1,5.98,7.83,5.79,6.98,6.84,6.18,5.94,7.69,7.38,6.82,9.29,9.02,8.07
A,RT,F,TOTAL,D50-D89,ITI2,7.34,6.52,6.47,4.08,7.32,7.13,9.55,9.22,6.65,7.57,8.53,9.26,7.03
A,RT,F,TOTAL,D50-D89,ITI3,5.63,7.16,6.88,6.0,6.52,6.42,6.58,6.12,7.06,7.25,8.23,10.91,8.84
A,RT,F,TOTAL,D50-D89,ITI4,6.4,6.95,6.37,6.01,6.36,6.52,6.92,7.16,6.78,8.35,9.24,9.4,8.96
A,RT,F,TOTAL,E,ITC1,46.18,45.98,44.27,44.55,50.7,44.41,50.27,50.02,49.89,62.42,53.59,57.23,50.17
A,RT,F,TOTAL,E,ITC2,39.91,46.05,30.47,39.52,47.35,39.96,30.91,35.75,46.84,58.13,45.91,60.45,39.89
A,RT,F,TOTAL,E,ITC3,61.8,68.66,63.96,59.18,72.18,63.81,71.19,63.37,62.36,74.74,77.94,77.33,68.03
A,RT,F,TOTAL,E,ITC4,32.87,35.65,33.09,31.91,35.77,34.27,35.66,34.33,34.61,47.23,39.95,42.75,40.49
A,RT,F,TOTAL,E,ITF1,58.86,56.69,53.07,56.25,55.83,55.16,64.47,52.7,54.23,62.23,68.7,70.83,68.13
A,RT,F,TOTAL,E,ITF2,57.08,64.78,54.13,59.18,63.33,65.71,57.97,68.32,63.28,65.56,77.29,90.78,81.91
A,RT,F,TOTAL,E,ITF3,62.62,63.95,62.34,60.73,67.07,63.67,68.61,65.1,67.17,71.36,77.58,79.8,73.39
A,RT,F,TOTAL,E,ITF4,61.71,64.38,57.98,58.45,66.23,55.88,64.89,62.06,63.82,75.06,76.03,74.16,71.87
A,RT,F,TOTAL,E,ITF5,68.87,64.84,67.89,63.13,78.11,72.11,74.34,72.01,73.28,80.61,76.11,93.95,83.02
A,RT,F,TOTAL,E,ITF6,65.32,66.61,61.83,64.86,70.34,66.37,70.4,63.51,75.55,79.52,89.49,85.43,87.99
A,RT,F,TOTAL,E,ITG1,72.58,71.5,64.85,64.38,69.79,67.48,71.17,68.12,73.19,78.82,84.73,84.56,80.22
A,RT,F,TOTAL,E,ITG2,39.29,45.23,39.59,40.77,46.89,41.38,42.86,46.78,48.03,58.95,57.01,61.51,62.26
A,RT,F,TOTAL,E,ITH1,11.67,12.04,12.69,17.55,16.71,21.54,22.17,19.82,29.05,26.0,27.88,28.63,26.65
A,RT,F,TOTAL,E,ITH2,26.26,31.08,33.72,36.42,34.92,31.28,34.54,34.06,36.8,48.11,36.73,35.64,37.37
A,RT,F,TOTAL,E,ITH3,39.35,40.89,39.73,36.99,42.9,41.02,40.26,39.66,37.49,46.42,46.42,47.79,44.58
A,RT,F,TOTAL,E,ITH4,45.31,44.36,42.47,38.97,43.55,37.84,44.98,43.77,40.6,48.74,48.55,54.93,45.33
A,RT,F,TOTAL,E,ITH5,45.35,47.95,43.2,45.16,49.13,49.39,50.03,45.24,46.99,57.11,51.95,54.46,48.5
A,RT,F,TOTAL,E,ITI1,51.28,57.82,53.83,49.8,55.31,49.4,51.33,50.22,54.01,58.18,56.77,61.14,51.31
A,RT,F,TOTAL,E,ITI2,49.65,50.82,37.5,40.33,44.34,39.76,53.2,48.94,45.87,54.56,56.54,50.8,52.61
A,RT,F,TOTAL,E,ITI3,45.26,46.46,45.66,38.6,54.01,51.74,51.5,45.5,45.31,55.25,54.11,50.89,50.52
A,RT,F,TOTAL,E,ITI4,50.46,48.76,49.06,44.88,50.88,46.39,50.92,48.16,51.46,54.38,56.55,55.53,51.75
A,RT,F,TOTAL,E10-E14,ITC1,34.0,33.85,33.64,32.35,35.77,32.76,36.9,35.33,35.93,46.33,37.73,38.02,34.51
A,RT,F,TOTAL,E10-E14,ITC2,29.17,30.7,18.28,25.84,29.02,29.2,21.64,18.65,28.1,31.42,28.5,27.04,25.53
A,RT,F,TOTAL,E10-E14,ITC3,43.19,46.62,44.45,40.81,50.3,41.28,47.79,43.03,41.41,54.16,53.53,52.02,45.1
A,RT,F,TOTAL,E10-E14,ITC4,23.78,25.49,24.47,22.51,24.95,24.57,25.28,23.93,24.0,33.41,27.79,29.06,26.89
A,RT,F,TOTAL,E10-E14,ITF1,47.91,43.34,37.93,40.03,41.03,39.28,44.95,39.27,38.71,49.33,48.5,52.24,47.78
A,RT,F,TOTAL,E10-E14,ITF2,47.78,44.23,39.2,41.74,40.76,46.12,45.23,48.34,45.66,46.36,59.15,68.42,65.53
A,RT,F,TOTAL,E10-E14,ITF3,55.59,55.3,54.7,53.6,58.2,55.03,59.21,54.87,56.27,61.07,65.95,66.4,59.78
A,RT,F,TOTAL,E10-E14,ITF4,49.92,52.02,47.92,46.39,51.43,44.13,49.73,49.69,48.98,58.76,58.62,55.68,55.25
A,RT,F,TOTAL,E10-E14,ITF5,54.02,53.64,57.36,51.93,59.69,56.66,58.78,54.53,56.99,61.62,58.71,68.0,62.72
A,RT,F,TOTAL,E10-E14,ITF6,55.52,57.45,52.02,53.5,55.97,53.73,55.1,50.93,60.81,64.2,70.86,68.59,69.9
A,RT,F,TOTAL,E10-E14,ITG1,62.66,61.58,56.09,53.66,58.77,56.37,58.47,55.66,59.22,64.83,68.74,67.78,62.72
A,RT,F,TOTAL,E10-E14,ITG2,27.93,33.18,24.77,28.28,30.12,28.1,28.1,29.34,29.55,38.36,39.24,36.83,37.3
A,RT,F,TOTAL,E10-E14,ITH1,10.5,12.04,11.92,14.88,12.53,15.49,16.53,13.09,24.21,18.57,18.22,19.71,18.14
A,RT,F,TOTAL,E10-E14,ITH2,23.3,26.27,26.02,25.13,25.46,20.37,23.99,25.36,22.73,33.28,24.0,23.64,22.86
A,RT,F,TOTAL,E10-E14,ITH3,27.85,30.15,29.63,27.13,30.45,30.17,29.15,28.58,25.81,33.49,33.16,32.27,30.26
A,RT,F,TOTAL,E10-E14,ITH4,29.68,31.05,26.52,25.56,29.45,23.21,28.23,29.66,28.36,30.28,29.81,35.64,25.69
A,RT,F,TOTAL,E10-E14,ITH5,31.26,32.51,29.99,32.08,31.95,32.55,32.09,29.26,30.3,38.57,33.03,34.49,29.23
A,RT,F,TOTAL,E10-E14,ITI1,38.07,41.89,40.13,35.58,38.6,37.81,36.2,35.46,37.21,42.7,41.26,43.38,34.73
A,RT,F,TOTAL,E10-E14,ITI2,40.15,38.87,29.1,31.97,31.64,32.2,40.82,36.65,36.34,43.43,43.53,39.29,38.1
A,RT,F,TOTAL,E10-E14,ITI3,34.38,32.52,31.53,27.23,35.46,39.4,32.9,32.88,30.8,40.5,33.85,33.4,32.98
A,RT,F,TOTAL,E10-E14,ITI4,38.18,36.94,36.38,33.55,36.72,34.98,36.63,34.87,36.9,40.57,41.32,39.72,36.82
A,RT,F,TOTAL,E_OTH,ITC1,12.18,12.13,10.63,12.2,14.92,11.64,13.38,14.69,13.96,16.09,15.85,19.22,15.67
A,RT,F,TOTAL,E_OTH,ITC2,10.75,15.35,12.19,13.68,18.33,10.76,9.27,17.1,18.74,26.71,17.42,33.41,14.36
A,RT,F,TOTAL,E_OTH,ITC3,18.61,22.04,19.51,18.36,21.88,22.53,23.4,20.34,20.95,20.58,24.41,25.31,22.93
A,RT,F,TOTAL,E_OTH,ITC4,9.09,10.16,8.62,9.41,10.82,9.7,10.38,10.39,10.6,13.82,12.16,13.69,13.6
A,RT,F,TOTAL,E_OTH,ITF1,10.95,13.36,15.14,16.22,14.8,15.89,19.52,13.44,15.51,12.9,20.2,18.59,20.35
A,RT,F,TOTAL,E_OTH,ITF2,9.31,20.56,14.93,17.44,22.57,19.59,12.74,19.98,17.61,19.21,18.15,22.36,16.38
A,RT,F,TOTAL,E_OTH,ITF3,7.03,8.65,7.64,7.13,8.87,8.63,9.4,10.23,10.91,10.29,11.63,13.4,13.61
A,RT,F,TOTAL,E_OTH,ITF4,11.78,12.36,10.06,12.06,14.8,11.75,15.16,12.37,14.84,16.3,17.41,18.48,16.62
A,RT,F,TOTAL,E_OTH,ITF5,14.85,11.2,10.52,11.2,18.42,15.45,15.56,17.48,16.28,18.99,17.4,25.96,20.29
A,RT,F,TOTAL,E_OTH,ITF6,9.8,9.16,9.81,11.35,14.37,12.64,15.3,12.58,14.74,15.32,18.64,16.83,18.09
A,RT,F,TOTAL,E_OTH,ITG1,9.92,9.92,8.76,10.72,11.02,11.11,12.71,12.46,13.97,13.98,15.99,16.77,17.5
A,RT,F,TOTAL,E_OTH,ITG2,11.36,12.05,14.82,12.49,16.77,13.28,14.76,17.44,18.48,20.59,17.77,24.68,24.95
A,RT,F,TOTAL,E_OTH,ITH1,1.17,,0.77,2.67,4.18,6.05,5.64,6.73,4.84,7.43,9.67,8.92,8.51
A,RT,F,TOTAL,E_OTH,ITH2,2.96,4.81,7.7,11.29,9.46,10.91,10.54,8.7,14.07,14.83,12.73,12.0,14.51
A,RT,F,TOTAL,E_OTH,ITH3,11.49,10.73,10.1,9.86,12.45,10.85,11.11,11.07,11.68,12.92,13.26,15.53,14.32
A,RT,F,TOTAL,E_OTH,ITH4,15.63,13.31,15.95,13.41,14.09,14.63,16.75,14.11,12.25,18.46,18.74,19.29,19.64
A,RT,F,TOTAL,E_OTH,ITH5,14.09,15.44,13.22,13.08,17.18,16.84,17.94,15.98,16.68,18.54,18.92,19.96,19.27
A,RT,F,TOTAL,E_OTH,ITI1,13.21,15.93,13.7,14.22,16.71,11.59,15.13,14.76,16.8,15.48,15.51,17.76,16.57
A,RT,F,TOTAL,E_OTH,ITI2,9.5,11.94,8.41,8.37,12.7,7.56,12.38,12.29,9.53,11.14,13.01,11.52,14.51
A,RT,F,TOTAL,E_OTH,ITI3,10.88,13.94,14.14,11.37,18.55,12.34,18.6,12.62,14.5,14.75,20.26,17.49,17.54
A,RT,F,TOTAL,E_OTH,ITI4,12.28,11.82,12.68,11.33,14.16,11.41,14.3,13.29,14.56,13.81,15.23,15.81,14.93
A,RT,F,TOTAL,F,ITC1,48.29,53.28,52.75,52.03,66.72,61.74,69.63,70.53,72.22,83.64,73.32,81.36,73.28
A,RT,F,TOTAL,F,ITC2,72.15,72.14,77.69,85.12,94.69,102.98,149.91,133.66,120.22,113.13,113.99,162.26,134.04
A,RT,F,TOTAL,F,ITC3,55.12,56.91,58.18,52.69,65.89,63.44,64.58,66.72,68.01,78.15,64.59,78.48,65.34
A,RT,F,TOTAL,F,ITC4,34.44,37.07,36.42,35.69,45.4,43.86,51.73,53.75,57.59,69.01,50.95,62.82,63.04
A,RT,F,TOTAL,F,ITF1,37.83,42.3,37.93,37.4,46.01,42.95,52.05,48.82,53.32,53.43,51.56,61.3,57.34
A,RT,F,TOTAL,F,ITF2,27.3,28.03,32.98,28.03,46.4,41.07,36.31,34.81,45.66,43.05,60.49,54.87,49.83
A,RT,F,TOTAL,F,ITF3,17.4,18.34,19.16,19.46,24.69,23.9,28.55,28.41,32.51,31.1,33.98,35.46,36.71
A,RT,F,TOTAL,F,ITF4,22.05,24.62,25.7,24.97,33.68,30.85,35.25,38.82,39.99,37.63,42.11,45.67,46.99
A,RT,F,TOTAL,F,ITF5,27.68,21.73,24.1,26.82,36.84,37.77,42.18,46.14,46.73,49.8,51.1,61.42,52.76
A,RT,F,TOTAL,F,ITF6,19.0,28.28,26.85,28.04,32.5,28.06,34.1,35.31,41.23,35.64,38.64,35.89,36.28
A,RT,F,TOTAL,F,ITG1,28.11,33.97,33.43,32.57,40.25,37.85,46.15,45.55,50.62,48.93,57.87,55.45,54.85
A,RT,F,TOTAL,F,ITG2,34.2,42.01,41.84,43.72,50.56,55.85,72.39,68.07,73.93,78.32,77.99,92.89,84.21
A,RT,F,TOTAL,F,ITH1,35.01,43.49,42.3,41.59,45.19,47.24,52.61,58.33,54.0,70.94,52.42,72.13,58.86
A,RT,F,TOTAL,F,ITH2,36.24,42.92,43.61,40.43,39.29,47.64,58.17,56.88,57.01,61.13,54.91,60.01,59.14
A,RT,F,TOTAL,F,ITH3,45.69,53.34,53.06,54.18,65.51,71.63,75.27,77.83,79.11,78.98,66.56,79.01,70.7
A,RT,F,TOTAL,F,ITH4,52.73,49.27,58.42,49.69,54.95,57.07,62.53,63.65,65.42,66.71,60.93,67.85,59.24
A,RT,F,TOTAL,F,ITH5,52.24,53.67,52.95,51.83,62.42,68.54,73.6,71.79,74.71,73.15,70.52,74.2,72.36
A,RT,F,TOTAL,F,ITI1,38.23,38.76,39.61,38.4,48.73,47.13,51.79,52.2,55.63,59.12,60.52,65.92,57.04
A,RT,F,TOTAL,F,ITI2,37.99,46.04,33.84,39.48,53.82,55.32,66.66,60.57,61.6,64.14,71.58,74.74,66.68
A,RT,F,TOTAL,F,ITI3,40.63,49.1,45.66,44.35,54.64,53.13,67.06,66.27,64.43,64.18,70.57,76.79,65.29
A,RT,F,TOTAL,F,ITI4,22.05,26.97,22.96,24.13,30.32,32.58,37.68,38.32,44.65,43.17,47.95,51.9,52.06
A,RT,F,TOTAL,F01_F03,ITC1,45.35,50.05,49.37,49.76,63.07,58.65,66.09,66.06,68.13,78.07,67.88,75.16,68.28
A,RT,F,TOTAL,F01_F03,ITC2,70.61,67.54,73.12,82.08,90.11,98.37,149.91,122.78,115.54,109.99,110.83,160.67,127.66
A,RT,F,TOTAL,F01_F03,ITC3,51.54,53.04,53.72,46.21,60.21,57.84,59.92,60.65,63.49,71.08,58.74,69.53,59.06
A,RT,F,TOTAL,F01_F03,ITC4,32.23,34.39,34.11,33.38,42.25,41.32,48.8,50.44,53.83,65.07,47.7,58.54,58.85
A,RT,F,TOTAL,F01_F03,ITF1,35.49,38.88,34.99,34.19,42.06,40.6,49.24,46.43,50.46,51.91,48.65,55.77,54.1
A,RT,F,TOTAL,F01_F03,ITF2,24.82,26.79,30.49,26.16,44.52,37.28,34.4,32.87,43.71,39.74,57.13,50.81,45.73
A,RT,F,TOTAL,F01_F03,ITF3,16.53,17.0,18.16,18.27,23.03,22.27,27.25,26.83,30.64,29.28,32.11,32.96,34.59
A,RT,F,TOTAL,F01_F03,ITF4,20.4,23.09,23.13,23.64,31.16,29.32,33.38,37.07,37.49,35.01,38.39,42.09,44.24
A,RT,F,TOTAL,F01_F03,ITF5,25.32,20.03,22.4,25.12,33.43,35.37,40.45,44.4,43.89,46.22,46.39,57.03,49.44
A,RT,F,TOTAL,F01_F03,ITF6,17.81,25.09,23.58,25.67,30.12,25.57,32.3,32.87,39.06,31.47,36.11,32.39,34.26
A,RT,F,TOTAL,F01_F03,ITG1,26.58,32.07,31.7,30.97,38.61,36.12,43.79,43.9,48.67,46.08,54.93,52.46,51.8
A,RT,F,TOTAL,F01_F03,ITG2,31.36,38.9,39.47,41.48,47.25,53.48,68.94,65.3,71.86,73.78,72.81,86.94,81.22
A,RT,F,TOTAL,F01_F03,ITH1,33.84,41.55,42.3,38.92,41.77,45.35,48.85,54.59,51.02,67.22,50.56,66.93,54.41
A,RT,F,TOTAL,F01_F03,ITH2,31.43,38.85,40.31,37.88,33.47,42.19,53.44,50.0,53.04,56.07,50.91,52.01,52.61
A,RT,F,TOTAL,F01_F03,ITH3,42.9,50.22,50.27,51.84,62.29,68.53,72.24,74.28,75.74,75.12,62.88,75.36,66.64
A,RT,F,TOTAL,F01_F03,ITH4,48.46,45.31,54.63,45.75,52.1,54.05,58.7,60.92,63.0,62.5,56.37,62.95,54.33
A,RT,F,TOTAL,F01_F03,ITH5,50.3,50.48,50.62,49.3,58.89,65.62,70.41,67.65,71.35,69.07,66.46,69.87,67.29
A,RT,F,TOTAL,F01_F03,ITI1,35.29,35.73,36.92,36.2,46.0,44.66,48.43,49.08,52.23,55.5,56.93,61.3,52.47
A,RT,F,TOTAL,F01_F03,ITI2,35.84,44.95,30.82,37.97,52.09,53.38,63.62,57.28,58.72,61.69,68.88,70.9,63.73
