freq,unit,sex,age,icd10,geo\TIME_PERIOD,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
A,RT,T,TOTAL,C73,ITH3,0.94,0.95,0.82,0.99,0.83,0.92,0.77,0.92,0.8,1.09,0.8,0.87,0.72
A,RT,T,TOTAL,C73,ITH4,0.98,0.66,0.57,0.73,0.74,1.39,0.74,1.32,0.91,1.0,0.5,0.92,1.0
A,RT,T,TOTAL,C73,ITH5,1.0,0.92,1.04,0.7,1.01,0.76,0.72,0.7,0.96,0.92,0.65,0.81,1.1
A,RT,T,TOTAL,C73,ITI1,0.94,1.06,0.91,1.01,1.09,0.93,0.88,1.08,1.03,0.84,1.17,1.26,1.34
A,RT,T,TOTAL,C73,ITI2,0.9,0.68,1.35,0.56,0.67,0.79,0.68,0.91,1.49,1.84,0.46,1.28,0.94
A,RT,T,TOTAL,C73,ITI3,0.97,1.1,1.23,0.84,0.97,1.1,0.85,0.79,1.12,0.86,1.14,0.74,1.08
A,RT,T,TOTAL,C73,ITI4,0.91,0.81,0.75,0.68,0.7,0.73,0.92,0.6,0.78,0.82,0.87,0.7,0.65
A,RT,T,TOTAL,C81-C86,ITC1,9.09,10.86,9.42,10.79,10.58,10.46,10.49,10.43,9.93,9.88,9.12,9.43,9.64
A,RT,T,TOTAL,C81-C86,ITC2,6.29,7.86,5.46,7.01,6.26,7.87,7.11,5.56,8.78,10.44,6.47,4.06,6.5
A,RT,T,TOTAL,C81-C86,ITC3,11.19,10.6,12.23,10.14,11.35,10.46,10.63,12.36,13.21,10.78,12.68,11.4,10.54
A,RT,T,TOTAL,C81-C86,ITC4,9.63,9.25,9.48,9.1,9.31,9.87,10.24,9.09,9.85,9.31,9.18,9.04,8.54
A,RT,T,TOTAL,C81-C86,ITF1,7.74,6.8,8.54,6.9,6.7,8.31,7.89,9.94,7.32,10.49,9.23,8.63,8.42
A,RT,T,TOTAL,C81-C86,ITF2,7.32,6.38,6.37,12.42,5.44,6.1,6.79,11.11,7.94,6.72,5.12,5.83,7.93
A,RT,T,TOTAL,C81-C86,ITF3,6.63,7.06,7.39,6.6,6.85,6.81,7.01,6.54,8.16,6.28,6.83,6.59,6.62
A,RT,T,TOTAL,C81-C86,ITF4,6.48,6.17,6.14,6.75,6.73,6.68,6.88,7.25,6.91,7.38,7.28,7.15,7.36
A,RT,T,TOTAL,C81-C86,ITF5,7.24,6.93,8.83,4.68,8.87,7.34,6.33,9.24,9.71,6.92,7.92,5.93,7.1
A,RT,T,TOTAL,C81-C86,ITF6,6.14,6.33,6.6,6.01,6.99,7.17,6.07,7.13,6.99,8.36,7.53,7.02,7.0
A,RT,T,TOTAL,C81-C86,ITG1,6.84,6.14,6.8,7.07,6.57,6.57,6.43,6.86,7.13,7.09,7.78,6.94,6.66
A,RT,T,TOTAL,C81-C86,ITG2,8.4,8.66,8.17,9.08,8.13,9.06,8.42,8.44,8.97,9.0,8.18,8.97,8.7
A,RT,T,TOTAL,C81-C86,ITH1,4.35,6.9,3.9,5.61,7.31,4.98,5.51,6.24,6.59,6.93,9.55,6.94,6.53
A,RT,T,TOTAL,C81-C86,ITH2,6.26,7.58,6.38,9.31,5.58,8.92,10.2,9.23,10.1,8.83,7.02,7.56,9.19
A,RT,T,TOTAL,C81-C86,ITH3,8.44,9.45,8.18,8.32,8.72,8.96,9.23,10.19,9.01,9.23,9.06,8.6,8.23
A,RT,T,TOTAL,C81-C86,ITH4,9.8,8.69,9.14,8.39,10.37,10.5,9.04,9.15,9.02,11.21,10.68,9.8,9.71
A,RT,T,TOTAL,C81-C86,ITH5,9.68,10.25,9.59,10.25,10.54,10.68,10.81,11.09,9.82,10.0,9.39,9.48,9.61
A,RT,T,TOTAL,C81-C86,ITI1,9.57,10.05,9.3,9.41,9.87,9.11,9.71,10.03,9.9,10.32,10.3,9.15,9.83
A,RT,T,TOTAL,C81-C86,ITI2,7.87,9.38,7.52,8.93,6.83,10.34,10.71,10.69,8.49,9.56,10.67,9.1,9.71
A,RT,T,TOTAL,C81-C86,ITI3,9.81,9.33,8.0,10.63,8.79,10.64,8.4,10.16,9.36,10.36,10.52,10.43,10.58
A,RT,T,TOTAL,C81-C86,ITI4,7.86,7.69,8.17,8.45,8.01,8.21,8.38,8.41,8.95,7.85,8.35,6.65,7.94
A,RT,T,TOTAL,C88_C90_C96,ITC1,6.09,6.34,6.17,6.48,7.41,7.23,7.12,7.54,6.74,6.76,6.02,5.83,5.76
A,RT,T,TOTAL,C88_C90_C96,ITC2,6.29,7.07,8.58,7.79,4.69,7.87,7.11,3.18,3.99,7.23,4.04,9.74,5.69
A,RT,T,TOTAL,C88_C90_C96,ITC3,8.8,9.0,8.17,6.8,6.91,7.14,7.62,7.38,7.26,8.67,8.19,8.68,7.82
A,RT,T,TOTAL,C88_C90_C96,ITC4,6.0,5.85,6.1,6.16,6.23,6.22,6.65,6.29,6.53,6.35,5.52,5.35,5.76
A,RT,T,TOTAL,C88_C90_C96,ITF1,5.11,5.57,5.14,6.38,5.87,5.66,5.16,5.66,5.01,5.44,4.38,5.89,4.72
A,RT,T,TOTAL,C88_C90_C96,ITF2,6.68,5.43,6.05,7.64,8.0,7.39,5.49,5.23,4.96,4.71,6.48,6.52,5.52
A,RT,T,TOTAL,C88_C90_C96,ITF3,3.73,4.11,3.97,3.75,4.35,4.64,4.1,4.51,4.63,4.45,4.44,3.83,4.8
A,RT,T,TOTAL,C88_C90_C96,ITF4,4.85,5.14,5.6,5.4,5.41,5.06,5.15,5.08,6.13,5.48,5.55,5.24,5.59
A,RT,T,TOTAL,C88_C90_C96,ITF5,5.86,4.51,6.24,4.68,3.65,5.07,4.4,4.97,6.84,7.1,4.23,5.01,5.23
A,RT,T,TOTAL,C88_C90_C96,ITF6,4.82,5.57,4.52,3.79,4.51,5.49,4.28,4.39,4.83,4.79,4.79,5.56,4.67
A,RT,T,TOTAL,C88_C90_C96,ITG1,4.33,4.88,5.19,5.03,4.88,5.65,5.32,5.72,4.93,5.48,5.07,4.87,4.95
A,RT,T,TOTAL,C88_C90_C96,ITG2,4.83,4.51,5.02,5.29,5.0,6.28,6.12,5.57,6.43,5.75,5.73,6.51,6.67
A,RT,T,TOTAL,C88_C90_C96,ITH1,4.94,6.7,5.27,4.06,3.08,6.12,4.94,5.67,4.33,3.93,3.37,5.06,5.23
A,RT,T,TOTAL,C88_C90_C96,ITH2,6.63,5.88,5.25,4.84,6.14,6.13,2.78,5.35,6.79,4.41,4.8,4.06,6.25
A,RT,T,TOTAL,C88_C90_C96,ITH3,5.47,6.22,6.12,5.72,6.73,6.11,6.48,6.33,6.02,5.99,6.24,5.88,5.32
A,RT,T,TOTAL,C88_C90_C96,ITH4,6.61,6.97,8.0,7.25,8.99,6.64,6.49,6.1,6.21,5.9,5.76,7.28,6.28
A,RT,T,TOTAL,C88_C90_C96,ITH5,6.3,6.4,6.78,7.33,6.45,6.02,6.63,6.42,6.12,6.11,6.34,6.81,5.62
A,RT,T,TOTAL,C88_C90_C96,ITI1,7.05,7.55,7.23,6.82,6.56,6.97,6.47,7.23,6.57,7.23,7.12,6.74,6.25
A,RT,T,TOTAL,C88_C90_C96,ITI2,6.97,7.91,7.07,7.14,6.27,6.74,5.86,6.48,7.45,7.72,6.73,6.76,8.31
A,RT,T,TOTAL,C88_C90_C96,ITI3,6.0,7.78,6.91,7.93,6.08,5.06,6.71,5.9,5.54,5.78,6.63,6.53,5.73
A,RT,T,TOTAL,C88_C90_C96,ITI4,4.87,6.08,5.58,5.85,5.59,5.31,5.32,5.36,5.93,5.08,5.49,5.16,5.42
A,RT,T,TOTAL,C91-C95,ITC1,10.94,11.2,12.17,12.32,11.8,11.12,11.13,12.09,12.48,11.16,11.04,11.0,10.96
A,RT,T,TOTAL,C91-C95,ITC2,8.65,7.07,7.8,6.23,4.69,7.87,7.9,7.94,5.58,8.03,9.7,10.55,8.94
A,RT,T,TOTAL,C91-C95,ITC3,13.95,12.77,12.35,12.53,13.63,14.54,12.23,14.24,12.69,11.5,11.1,11.67,11.01
A,RT,T,TOTAL,C91-C95,ITC4,9.51,9.92,9.8,8.81,9.12,9.25,9.43,10.4,9.93,9.26,9.89,9.61,9.88
A,RT,T,TOTAL,C91-C95,ITF1,11.58,11.3,9.52,11.86,9.48,9.44,11.91,11.55,10.33,10.41,11.03,10.59,13.45
A,RT,T,TOTAL,C91-C95,ITF2,13.68,9.26,8.28,12.1,13.11,12.53,10.99,8.82,14.23,10.09,8.87,10.64,10.69
A,RT,T,TOTAL,C91-C95,ITF3,8.81,8.15,7.9,7.77,8.61,8.54,8.23,8.87,8.57,8.77,8.02,8.03,9.18
A,RT,T,TOTAL,C91-C95,ITF4,8.82,9.78,8.92,9.17,9.33,9.85,9.62,9.85,10.22,10.45,9.93,9.88,10.46
A,RT,T,TOTAL,C91-C95,ITF5,9.65,12.13,11.26,10.74,9.04,9.27,11.25,10.48,11.87,11.29,10.13,12.05,11.39
A,RT,T,TOTAL,C91-C95,ITF6,10.35,9.65,10.41,8.44,9.58,10.98,11.32,9.31,11.3,11.56,10.6,10.8,10.85
A,RT,T,TOTAL,C91-C95,ITG1,8.89,10.08,9.53,8.17,8.95,9.48,10.33,9.38,10.81,10.01,9.81,9.27,9.22
A,RT,T,TOTAL,C91-C95,ITG2,9.97,9.76,10.47,11.36,10.78,9.97,11.51,10.34,11.44,11.93,10.51,11.63,10.35
A,RT,T,TOTAL,C91-C95,ITH1,7.11,7.3,7.22,6.77,5.0,6.31,6.65,9.64,8.09,8.06,5.06,8.62,8.96
A,RT,T,TOTAL,C91-C95,ITH2,8.53,10.42,9.0,9.5,8.92,8.17,10.38,10.52,7.16,9.01,7.76,11.44,9.19
A,RT,T,TOTAL,C91-C95,ITH3,9.26,10.74,9.42,9.4,9.53,9.53,9.33,10.54,9.93,10.83,9.96,10.46,11.09
A,RT,T,TOTAL,C91-C95,ITH4,8.49,10.66,11.18,11.24,10.46,10.82,10.44,11.71,8.69,10.96,11.35,9.8,11.89
A,RT,T,TOTAL,C91-C95,ITH5,10.36,10.32,10.34,10.16,9.08,10.18,10.09,9.85,10.18,10.47,9.16,10.9,9.81
A,RT,T,TOTAL,C91-C95,ITI1,11.18,11.66,10.94,11.01,12.03,12.72,11.61,12.91,12.55,13.24,12.1,11.9,10.79
A,RT,T,TOTAL,C91-C95,ITI2,12.02,12.09,12.79,12.84,12.65,12.7,13.31,12.06,12.16,12.21,12.53,10.73,14.27
A,RT,T,TOTAL,C91-C95,ITI3,9.42,11.8,9.55,11.08,10.53,10.19,11.01,11.21,10.81,11.82,10.79,12.32,12.2
A,RT,T,TOTAL,C91-C95,ITI4,10.57,11.47,10.62,11.31,10.03,10.35,10.99,10.23,10.84,10.46,10.83,11.21,10.91
A,RT,T,TOTAL,C_OTH,ITC1,46.13,48.15,46.69,47.06,48.91,42.36,41.72,43.89,43.64,43.14,43.32,43.91,45.33
A,RT,T,TOTAL,C_OTH,ITC2,33.8,26.72,43.68,39.71,39.12,44.84,34.77,38.91,35.9,32.92,43.65,34.08,24.39
A,RT,T,TOTAL,C_OTH,ITC3,53.67,58.23,61.77,59.33,59.47,47.38,51.24,51.46,49.12,50.87,50.2,48.13,47.4
A,RT,T,TOTAL,C_OTH,ITC4,39.96,42.82,40.4,41.78,43.16,37.07,36.1,36.44,37.13,36.65,37.23,37.58,37.19
A,RT,T,TOTAL,C_OTH,ITF1,36.76,34.67,34.69,37.44,36.57,28.16,30.18,31.81,33.69,32.23,32.85,32.65,32.81
A,RT,T,TOTAL,C_OTH,ITF2,39.76,35.44,35.67,36.3,39.66,27.95,38.45,33.32,34.09,39.68,36.15,38.44,36.56
A,RT,T,TOTAL,C_OTH,ITF3,30.63,31.33,30.86,30.81,31.15,26.47,25.6,26.47,27.38,28.07,27.81,26.85,28.24
A,RT,T,TOTAL,C_OTH,ITF4,34.98,35.9,36.04,36.77,36.61,31.57,32.08,31.48,31.63,34.74,33.37,33.61,34.88
A,RT,T,TOTAL,C_OTH,ITF5,36.89,35.71,37.07,31.86,35.47,28.5,30.77,30.2,31.66,30.04,33.88,31.33,33.99
A,RT,T,TOTAL,C_OTH,ITF6,29.39,32.17,31.48,31.89,33.34,26.53,28.1,28.64,28.69,30.47,28.58,29.5,32.51
A,RT,T,TOTAL,C_OTH,ITG1,31.56,31.82,34.18,32.34,34.37,28.68,29.04,28.56,29.56,30.65,32.65,30.54,29.84
A,RT,T,TOTAL,C_OTH,ITG2,34.67,39.53,36.38,40.52,38.3,33.7,34.47,34.31,39.95,37.79,38.52,38.67,38.24
A,RT,T,TOTAL,C_OTH,ITH1,29.04,27.6,31.99,23.59,30.59,24.11,23.0,22.49,25.21,26.04,26.98,25.5,24.45
A,RT,T,TOTAL,C_OTH,ITH2,33.93,31.65,39.0,38.19,37.0,29.53,33.75,35.81,36.36,36.96,34.35,32.47,32.9
A,RT,T,TOTAL,C_OTH,ITH3,36.41,36.75,37.11,37.18,37.41,33.07,31.69,31.22,32.02,33.91,34.27,33.27,33.33
A,RT,T,TOTAL,C_OTH,ITH4,48.18,49.68,51.97,46.0,51.22,46.82,38.3,48.89,41.46,42.36,40.98,40.69,43.87
A,RT,T,TOTAL,C_OTH,ITH5,41.31,43.74,42.66,45.77,42.37,37.41,37.36,37.97,38.55,38.93,36.75,35.72,37.64
A,RT,T,TOTAL,C_OTH,ITI1,42.71,43.26,43.39,46.57,44.02,38.76,37.62,37.0,39.03,40.02,40.57,40.85,39.08
A,RT,T,TOTAL,C_OTH,ITI2,36.63,37.75,38.47,41.53,43.0,34.49,35.3,33.55,35.67,36.18,37.23,37.55,32.52
A,RT,T,TOTAL,C_OTH,ITI3,41.1,43.81,41.7,41.11,41.23,37.9,34.27,35.71,35.21,39.46,36.11,41.87,36.27
A,RT,T,TOTAL,C_OTH,ITI4,34.01,35.43,34.37,35.3,35.26,29.29,28.62,29.07,29.23,29.84,30.76,30.15,30.94
A,RT,T,TOTAL,D00-D48,ITC1,12.46,13.51,12.1,12.64,13.0,15.07,15.94,16.08,15.88,13.81,14.89,14.95,16.02
A,RT,T,TOTAL,D00-D48,ITC2,17.29,13.36,15.6,8.56,15.65,13.37,14.22,13.5,13.56,9.63,15.36,12.98,11.38
A,RT,T,TOTAL,D00-D48,ITC3,20.61,21.45,19.7,20.09,21.37,22.45,23.25,23.24,24.99,23.33,20.81,22.27,22.54
A,RT,T,TOTAL,D00-D48,ITC4,12.34,13.35,12.96,13.31,13.61,14.56,15.03,16.06,15.61,16.04,14.81,15.47,15.99
A,RT,T,TOTAL,D00-D48,ITF1,16.24,14.66,13.6,14.56,14.52,14.65,16.61,17.74,19.58,16.78,19.09,18.76,17.62
A,RT,T,TOTAL,D00-D48,ITF2,17.18,17.24,13.37,17.51,18.87,17.35,14.54,16.33,20.19,18.49,15.35,15.44,16.56
A,RT,T,TOTAL,D00-D48,ITF3,9.39,9.55,9.55,9.58,10.07,10.11,11.02,10.08,11.26,11.61,11.63,11.11,11.41
A,RT,T,TOTAL,D00-D48,ITF4,12.6,12.94,14.08,12.44,14.3,15.28,14.57,14.91,17.15,16.03,17.44,16.86,18.06
A,RT,T,TOTAL,D00-D48,ITF5,12.58,11.96,13.16,13.16,13.56,15.38,16.88,13.15,19.07,16.75,20.25,16.87,22.23
A,RT,T,TOTAL,D00-D48,ITF6,11.83,11.39,11.73,13.85,13.33,13.87,12.95,15.3,15.5,16.14,14.59,17.18,13.41
A,RT,T,TOTAL,D00-D48,ITG1,11.12,11.48,10.92,10.76,11.33,11.96,12.97,13.23,12.74,13.45,14.34,13.29,13.63
A,RT,T,TOTAL,D00-D48,ITG2,12.5,13.12,11.74,13.46,13.85,14.86,13.75,16.02,14.22,15.8,15.48,15.98,14.67
A,RT,T,TOTAL,D00-D48,ITH1,4.54,3.55,5.27,4.45,7.31,9.95,12.36,13.42,10.54,12.18,14.05,13.87,9.52
A,RT,T,TOTAL,D00-D48,ITH2,6.82,6.07,16.69,15.65,15.43,17.27,17.8,20.3,21.85,20.04,16.25,18.45,15.62
A,RT,T,TOTAL,D00-D48,ITH3,15.4,15.78,15.97,15.4,17.11,18.37,18.04,19.47,18.44,18.44,17.64,18.52,19.34
A,RT,T,TOTAL,D00-D48,ITH4,18.54,18.28,16.48,17.67,17.89,21.32,21.86,21.11,21.52,21.68,16.19,19.84,18.59
A,RT,T,TOTAL,D00-D48,ITH5,18.26,17.62,17.04,18.03,17.44,19.8,19.95,19.28,18.87,18.89,18.46,19.54,19.78
A,RT,T,TOTAL,D00-D48,ITI1,13.91,13.59,13.68,12.53,13.58,14.85,15.13,14.33,15.93,14.98,14.25,15.73,13.98
A,RT,T,TOTAL,D00-D48,ITI2,15.28,16.95,13.35,11.83,12.88,15.06,16.46,17.4,15.83,17.4,13.34,17.02,16.26
A,RT,T,TOTAL,D00-D48,ITI3,14.39,14.71,15.11,14.3,16.22,17.0,18.76,16.38,17.67,19.6,18.09,19.59,18.47
A,RT,T,TOTAL,D00-D48,ITI4,14.88,14.54,13.79,14.23,13.75,14.97,16.63,15.7,17.57,17.66,17.06,17.49,17.79
A,RT,T,TOTAL,D50-D89,ITC1,5.19,5.18,4.77,4.45,5.39,5.48,5.66,5.49,6.02,5.52,7.48,7.43,5.97
A,RT,T,TOTAL,D50-D89,ITC2,8.65,7.86,3.9,7.01,7.04,4.72,1.58,5.56,1.6,4.01,4.04,10.55,6.5
A,RT,T,TOTAL,D50-D89,ITC3,6.85,7.28,6.84,7.5,6.09,7.84,7.49,8.03,7.33,10.45,8.59,11.07,8.29
A,RT,T,TOTAL,D50-D89,ITC4,4.59,4.66,4.27,4.1,4.73,4.24,5.0,4.42,5.23,6.25,5.81,6.09,5.66
A,RT,T,TOTAL,D50-D89,ITF1,6.01,6.11,5.52,5.25,7.15,6.27,6.52,6.12,5.4,6.99,7.82,8.87,8.26
A,RT,T,TOTAL,D50-D89,ITF2,5.09,6.7,5.41,7.64,6.72,6.43,6.46,5.55,9.27,7.73,10.57,12.35,9.31
A,RT,T,TOTAL,D50-D89,ITF3,3.45,3.31,3.44,3.97,4.2,3.87,4.37,4.25,5.01,4.38,5.32,5.43,5.41
A,RT,T,TOTAL,D50-D89,ITF4,4.95,5.18,4.13,5.11,5.12,5.72,5.52,5.48,5.88,5.88,7.51,6.56,7.18
A,RT,T,TOTAL,D50-D89,ITF5,4.83,5.89,5.37,6.41,5.74,8.39,5.45,7.46,6.48,7.65,7.73,9.27,8.22
A,RT,T,TOTAL,D50-D89,ITF6,5.28,5.67,5.53,5.05,5.27,4.57,6.12,5.22,6.99,6.92,8.72,8.05,7.71
A,RT,T,TOTAL,D50-D89,ITG1,4.96,5.24,4.95,4.54,4.68,5.05,5.02,5.21,5.64,5.56,6.72,6.16,5.95
A,RT,T,TOTAL,D50-D89,ITG2,5.38,6.16,4.66,5.29,6.2,5.5,5.76,6.97,6.18,7.06,5.54,9.6,7.11
A,RT,T,TOTAL,D50-D89,ITH1,1.58,1.18,2.15,1.55,2.12,2.87,2.47,3.4,2.45,3.93,5.62,3.94,2.99
A,RT,T,TOTAL,D50-D89,ITH2,3.6,2.27,4.31,3.17,4.65,2.79,6.12,3.51,5.14,4.97,4.25,4.61,6.43
A,RT,T,TOTAL,D50-D89,ITH3,4.07,4.6,3.94,3.39,4.45,4.97,4.4,4.43,4.85,5.27,5.19,6.13,5.73
A,RT,T,TOTAL,D50-D89,ITH4,5.23,4.67,5.22,5.05,6.62,5.33,4.6,5.03,4.8,6.98,6.59,5.36,5.86
A,RT,T,TOTAL,D50-D89,ITH5,5.0,5.83,4.81,4.95,5.35,5.35,5.66,5.61,5.67,6.47,6.66,7.15,6.77
A,RT,T,TOTAL,D50-D89,ITI1,4.72,6.63,5.45,5.04,5.63,5.56,5.88,6.37,6.22,6.09,7.45,7.43,7.43
A,RT,T,TOTAL,D50-D89,ITI2,7.3,5.65,5.05,4.13,6.16,6.29,7.22,7.17,6.31,7.37,6.61,6.88,6.79
A,RT,T,TOTAL,D50-D89,ITI3,5.16,5.25,5.55,4.83,5.62,4.87,5.54,5.37,5.87,6.04,7.7,8.82,7.62
A,RT,T,TOTAL,D50-D89,ITI4,5.34,6.04,5.5,5.42,5.59,5.43,6.05,6.27,6.23,6.98,7.99,7.68,7.75
A,RT,T,TOTAL,E,ITC1,40.4,41.55,40.77,40.36,45.96,41.92,46.62,46.48,46.58,57.21,50.73,54.77,47.75
A,RT,T,TOTAL,E,ITC2,36.16,36.94,27.3,31.14,44.6,37.76,39.51,41.29,45.48,48.17,40.41,52.74,35.77
A,RT,T,TOTAL,E,ITC3,55.93,62.76,59.68,52.66,63.72,57.07,63.29,59.35,58.6,68.81,68.76,71.73,61.52
A,RT,T,TOTAL,E,ITC4,29.76,31.47,29.76,29.11,32.48,31.29,32.74,32.01,32.69,44.52,36.73,40.24,37.95
A,RT,T,TOTAL,E,ITF1,51.71,52.16,49.5,50.72,50.49,51.5,55.58,49.77,53.19,61.75,61.09,62.78,65.06
A,RT,T,TOTAL,E,ITF2,58.21,58.42,56.68,53.5,57.89,56.55,57.84,65.98,59.57,71.62,73.66,80.65,75.88
A,RT,T,TOTAL,E,ITF3,52.65,54.03,54.66,52.59,59.29,57.14,61.24,58.13,59.48,66.46,70.85,72.16,68.43
A,RT,T,TOTAL,E,ITF4,52.87,55.06,51.0,50.58,56.54,51.74,59.0,55.51,56.86,67.12,70.56,67.1,65.58
A,RT,T,TOTAL,E,ITF5,60.51,59.11,60.97,61.3,66.76,58.74,66.11,63.43,64.22,75.75,71.62,78.24,74.15
A,RT,T,TOTAL,E,ITF6,57.15,60.77,56.77,57.72,67.69,61.29,65.07,59.4,69.2,74.2,84.55,80.06,85.26
A,RT,T,TOTAL,E,ITG1,64.04,65.64,59.61,58.47,62.7,60.96,66.52,63.29,66.6,74.45,79.78,79.61,72.77
A,RT,T,TOTAL,E,ITG2,36.24,40.02,37.65,36.79,44.68,41.31,41.74,43.36,45.77,54.6,54.38,56.61,55.77
A,RT,T,TOTAL,E,ITH1,11.46,10.06,11.7,15.28,15.2,19.71,22.05,20.23,25.97,26.23,25.29,28.87,25.75
A,RT,T,TOTAL,E,ITH2,26.54,26.73,30.19,29.43,30.49,30.65,31.53,30.27,32.69,42.11,34.71,35.24,32.53
A,RT,T,TOTAL,E,ITH3,35.67,37.14,36.34,34.95,39.93,38.65,37.95,37.94,37.06,44.97,44.41,45.79,43.48
A,RT,T,TOTAL,E,ITH4,42.79,40.42,41.61,37.94,41.5,35.67,43.31,41.55,41.21,45.6,47.49,50.82,46.72
A,RT,T,TOTAL,E,ITH5,42.34,45.1,40.1,41.36,46.77,44.58,46.22,44.75,45.14,53.51,49.05,51.7,48.28
A,RT,T,TOTAL,E,ITI1,45.39,51.49,48.69,45.71,49.35,45.47,47.84,46.19,49.88,54.32,52.42,56.33,50.8
A,RT,T,TOTAL,E,ITI2,41.24,45.44,36.34,38.18,43.0,39.89,47.59,44.02,46.22,50.13,49.53,49.91,48.44
A,RT,T,TOTAL,E,ITI3,44.2,41.74,41.89,37.18,48.02,47.18,46.13,42.92,44.11,50.42,51.52,53.58,50.08
A,RT,T,TOTAL,E,ITI4,45.77,45.73,45.12,41.98,46.52,44.29,47.39,45.07,48.68,52.67,52.97,53.59,49.51
A,RT,T,TOTAL,E10-E14,ITC1,30.56,31.65,31.46,29.66,33.39,31.53,34.74,33.94,34.26,42.79,36.74,37.59,34.04
A,RT,T,TOTAL,E10-E14,ITC2,25.94,25.94,17.16,19.46,30.51,24.39,26.08,23.03,24.73,28.1,23.44,23.53,21.95
A,RT,T,TOTAL,E10-E14,ITC3,41.35,45.2,43.01,37.6,44.89,39.28,44.84,41.81,40.55,51.46,49.08,49.99,42.56
A,RT,T,TOTAL,E10-E14,ITC4,22.11,23.11,22.66,21.31,23.68,23.02,23.93,23.53,23.5,32.72,26.23,28.57,26.47
A,RT,T,TOTAL,E10-E14,ITF1,41.42,39.94,36.43,37.89,36.72,37.83,40.65,36.24,39.08,49.32,44.04,46.69,46.65
A,RT,T,TOTAL,E10-E14,ITF2,46.12,40.22,42.03,37.26,41.58,39.84,44.27,49.98,44.35,54.47,54.91,59.71,60.36
A,RT,T,TOTAL,E10-E14,ITF3,46.25,46.51,47.54,45.91,51.33,49.38,52.73,49.02,50.03,56.21,59.62,59.98,56.38
A,RT,T,TOTAL,E10-E14,ITF4,43.05,44.44,41.96,40.56,44.4,41.12,46.1,44.37,44.27,53.15,54.58,52.13,50.6
A,RT,T,TOTAL,E10-E14,ITF5,47.58,46.28,50.23,48.83,52.16,46.68,50.81,49.57,50.55,57.9,54.31,58.96,57.34
A,RT,T,TOTAL,E10-E14,ITF6,48.17,50.91,47.78,47.26,54.98,50.41,51.66,47.92,56.38,61.26,67.76,64.99,68.06
A,RT,T,TOTAL,E10-E14,ITG1,55.96,56.74,51.59,49.26,53.08,51.64,54.9,52.38,54.52,61.88,65.52,64.78,57.76
A,RT,T,TOTAL,E10-E14,ITG2,27.12,29.1,24.51,25.61,29.63,28.15,29.2,27.34,29.25,36.98,38.21,35.51,35.83
A,RT,T,TOTAL,E10-E14,ITH1,10.27,9.27,11.12,13.34,11.74,14.16,15.97,12.29,19.38,17.8,17.8,18.75,18.48
A,RT,T,TOTAL,E10-E14,ITH2,23.13,23.12,23.82,21.05,23.24,20.06,20.95,22.33,21.48,28.5,24.37,24.91,21.14
A,RT,T,TOTAL,E10-E14,ITH3,25.99,27.84,27.61,26.16,29.18,29.22,28.56,28.52,26.65,33.62,32.83,32.17,30.53
A,RT,T,TOTAL,E10-E14,ITH4,29.97,29.43,28.64,26.22,29.73,23.7,29.18,29.76,29.05,30.32,31.13,33.07,29.8
A,RT,T,TOTAL,E10-E14,ITH5,30.29,31.75,28.92,29.47,32.14,30.55,31.7,30.77,30.73,37.36,33.3,33.96,30.8
A,RT,T,TOTAL,E10-E14,ITI1,34.32,37.96,36.44,33.32,35.03,35.05,34.71,34.2,35.43,40.19,38.61,39.94,35.1
A,RT,T,TOTAL,E10-E14,ITI2,33.71,35.6,28.49,30.03,33.15,31.8,36.88,34.35,35.67,40.1,38.16,36.96,36.74
A,RT,T,TOTAL,E10-E14,ITI3,33.36,29.88,29.89,26.8,32.19,35.11,30.95,30.93,30.4,35.87,33.63,36.41,32.22
A,RT,T,TOTAL,E10-E14,ITI4,35.35,35.13,34.36,32.13,34.63,33.85,34.98,33.59,35.93,39.8,39.7,39.19,35.59
A,RT,T,TOTAL,E_OTH,ITC1,9.83,9.89,9.31,10.7,12.57,10.39,11.88,12.55,12.32,14.42,14.0,17.18,13.71
A,RT,T,TOTAL,E_OTH,ITC2,10.22,11.0,10.14,11.68,14.08,13.37,13.43,18.26,20.74,20.07,16.97,29.21,13.82
A,RT,T,TOTAL,E_OTH,ITC3,14.58,17.56,16.66,15.05,18.83,17.79,18.45,17.54,18.05,17.35,19.68,21.74,18.96
A,RT,T,TOTAL,E_OTH,ITC4,7.65,8.36,7.09,7.81,8.81,8.27,8.81,8.48,9.18,11.8,10.5,11.67,11.49
A,RT,T,TOTAL,E_OTH,ITF1,10.3,12.22,13.07,12.83,13.77,13.67,14.94,13.53,14.11,12.43,17.05,16.09,18.41
A,RT,T,TOTAL,E_OTH,ITF2,12.09,18.2,14.65,16.24,16.31,16.71,13.57,16.01,15.22,17.15,18.76,20.93,15.52
A,RT,T,TOTAL,E_OTH,ITF3,6.4,7.53,7.11,6.68,7.96,7.77,8.5,9.11,9.45,10.25,11.24,12.18,12.05
A,RT,T,TOTAL,E_OTH,ITF4,9.82,10.62,9.04,10.02,12.15,10.61,12.89,11.14,12.59,13.97,15.99,14.97,14.98
