flu_season,year_week,region,number_healthcare_workers,number_cases,population,incidence,cases_0-4,inc_0-4,cases_5-14,inc_5-14,cases_15-64,inc_15-64,cases_65+,inc_65+
2024-2025,2024-48,Campania,11.0,94.0,14283.0,6.58,37.0,26.6,27.0,7.86,28.0,3.92,2.0,0.86
2024-2025,2024-48,Apulia,53.0,510.0,70247.0,7.26,80.0,17.05,78.0,7.53,290.0,7.04,62.0,4.42
2024-2025,2024-48,Basilicata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2024-48,Calabria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2024-48,Sicily,88.0,931.0,114826.0,8.11,67.0,14.56,106.0,9.51,579.0,8.23,179.0,6.23
2024-2025,2024-48,Sardinia,19.0,140.0,24426.0,5.73,32.0,16.77,23.0,5.57,66.0,4.96,19.0,3.74
2024-2025,2024-49,Piedmont,77.0,1081.0,113318.0,9.54,56.0,14.26,135.0,11.49,689.0,10.26,201.0,6.6
2024-2025,2024-49,Aosta Valley,12.0,50.0,13875.0,3.6,4.0,2.56,3.0,0.99,37.0,5.49,6.0,2.36
2024-2025,2024-49,Lombardy,247.0,3497.0,334233.0,10.46,700.0,27.9,586.0,9.98,1825.0,10.15,386.0,5.46
2024-2025,2024-49,AP Bolzano,5.0,14.0,7286.0,1.92,2.0,2.4,2.0,1.22,10.0,2.71,0.0,0.0
2024-2025,2024-49,AP Trento,7.0,39.0,10424.0,3.74,1.0,2.62,3.0,3.05,33.0,5.07,2.0,0.78
2024-2025,2024-49,Veneto,104.0,995.0,142168.0,7.0,81.0,13.51,81.0,4.86,698.0,8.33,135.0,3.78
2024-2025,2024-49,Friuli-Venezia Giulia,16.0,105.0,19361.0,5.42,28.0,9.96,39.0,5.66,31.0,4.71,7.0,2.27
2024-2025,2024-49,Liguria,57.0,695.0,80750.0,8.61,59.0,23.85,60.0,8.94,482.0,10.08,94.0,3.96
2024-2025,2024-49,Emilia-Romagna,86.0,978.0,106315.0,9.2,99.0,14.39,157.0,9.84,600.0,10.16,122.0,5.0
2024-2025,2024-49,Tuscany,38.0,376.0,56871.0,6.61,34.0,18.99,43.0,8.43,257.0,7.37,42.0,2.78
2024-2025,2024-49,Umbria,9.0,71.0,11329.0,6.27,12.0,13.94,14.0,6.48,39.0,6.34,6.0,2.79
2024-2025,2024-49,Marche,14.0,118.0,17909.0,6.59,4.0,2.9,9.0,3.41,96.0,9.81,9.0,2.19
2024-2025,2024-49,Lazio,201.0,2284.0,261703.0,8.73,307.0,25.73,322.0,10.76,1340.0,8.54,315.0,5.0
2024-2025,2024-49,Abruzzo,78.0,842.0,96593.0,8.72,81.0,29.2,140.0,19.74,495.0,8.1,126.0,4.91
2024-2025,2024-49,Molise,11.0,40.0,14720.0,2.72,2.0,5.71,3.0,3.27,31.0,3.38,4.0,0.93
2024-2025,2024-49,Campania,19.0,242.0,27258.0,8.88,46.0,38.82,35.0,9.02,128.0,7.62,33.0,6.11
2024-2025,2024-49,Apulia,51.0,541.0,69637.0,7.77,70.0,17.52,61.0,7.3,327.0,7.68,83.0,5.64
2024-2025,2024-49,Basilicata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2024-49,Calabria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2024-49,Sicily,116.0,1341.0,150196.0,8.93,121.0,17.99,180.0,11.14,803.0,8.8,237.0,6.57
2024-2025,2024-49,Sardinia,14.0,96.0,17589.0,5.46,34.0,26.17,35.0,11.74,19.0,1.91,8.0,2.37
2024-2025,2024-50,Piedmont,74.0,1168.0,108969.0,10.72,67.0,18.88,111.0,10.48,763.0,11.68,227.0,7.7
2024-2025,2024-50,Aosta Valley,11.0,38.0,12075.0,3.15,5.0,3.21,5.0,1.66,27.0,5.03,1.0,0.47
2024-2025,2024-50,Lombardy,263.0,4018.0,355913.0,11.29,714.0,27.54,536.0,8.9,2313.0,11.89,455.0,6.05
2024-2025,2024-50,AP Bolzano,5.0,17.0,7286.0,2.33,2.0,2.4,3.0,1.83,12.0,3.25,0.0,0.0
2024-2025,2024-50,AP Trento,7.0,52.0,9856.0,5.28,7.0,9.56,12.0,7.88,33.0,6.13,0.0,0.0
2024-2025,2024-50,Veneto,122.0,1233.0,166918.0,7.39,105.0,14.25,129.0,6.42,851.0,8.71,148.0,3.54
2024-2025,2024-50,Friuli-Venezia Giulia,19.0,156.0,23560.0,6.62,51.0,15.56,65.0,8.63,28.0,3.27,12.0,2.87
2024-2025,2024-50,Liguria,63.0,860.0,87993.0,9.77,75.0,26.67,111.0,15.08,548.0,10.6,126.0,4.83
2024-2025,2024-50,Emilia-Romagna,106.0,1328.0,131115.0,10.13,180.0,19.02,197.0,8.93,808.0,11.48,143.0,4.89
2024-2025,2024-50,Tuscany,44.0,511.0,65406.0,7.81,66.0,27.48,59.0,8.94,328.0,8.29,58.0,3.44
2024-2025,2024-50,Umbria,13.0,118.0,15582.0,7.57,14.0,9.4,18.0,5.12,70.0,9.16,16.0,5.46
2024-2025,2024-50,Marche,25.0,276.0,28874.0,9.56,33.0,8.34,74.0,8.84,141.0,12.12,28.0,5.7
2024-2025,2024-50,Lazio,219.0,2750.0,284102.0,9.68,390.0,30.23,401.0,12.31,1599.0,9.37,360.0,5.29
2024-2025,2024-50,Abruzzo,75.0,1027.0,93719.0,10.96,69.0,35.01,149.0,21.32,634.0,10.62,175.0,6.99
2024-2025,2024-50,Molise,12.0,66.0,16178.0,4.08,1.0,2.86,6.0,6.22,49.0,4.79,10.0,2.16
2024-2025,2024-50,Campania,11.0,168.0,13848.0,12.13,54.0,45.57,30.0,9.72,64.0,9.01,20.0,8.09
2024-2025,2024-50,Apulia,74.0,803.0,94088.0,8.53,130.0,16.18,137.0,8.09,446.0,8.82,90.0,4.85
2024-2025,2024-50,Basilicata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2024-50,Calabria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2024-50,Sicily,89.0,982.0,114996.0,8.54,107.0,23.21,161.0,14.53,552.0,7.79,162.0,5.7
2024-2025,2024-50,Sardinia,19.0,182.0,24600.0,7.4,62.0,31.65,55.0,12.97,50.0,3.75,15.0,2.95
2024-2025,2024-51,Piedmont,55.0,771.0,78384.0,9.84,63.0,17.73,81.0,8.22,492.0,11.28,135.0,6.32
2024-2025,2024-51,Aosta Valley,8.0,46.0,9395.0,4.9,5.0,8.1,0.0,0.0,36.0,6.77,5.0,2.24
2024-2025,2024-51,Lombardy,202.0,2963.0,282010.0,10.51,532.0,32.27,405.0,10.37,1639.0,10.01,387.0,6.18
2024-2025,2024-51,AP Bolzano,3.0,20.0,4018.0,4.98,6.0,7.2,2.0,1.28,12.0,9.55,0.0,0.0
2024-2025,2024-51,AP Trento,4.0,24.0,6032.0,3.98,0.0,0.0,1.0,1.17,22.0,6.6,1.0,0.68
2024-2025,2024-51,Veneto,86.0,792.0,117507.0,6.74,68.0,12.9,76.0,5.38,529.0,7.66,119.0,4.1
2024-2025,2024-51,Friuli-Venezia Giulia,14.0,181.0,18866.0,9.59,69.0,35.68,72.0,15.21,32.0,3.77,8.0,2.16
2024-2025,2024-51,Liguria,52.0,1026.0,72839.0,14.09,87.0,39.38,80.0,13.88,659.0,15.18,200.0,9.32
2024-2025,2024-51,Emilia-Romagna,86.0,1057.0,109407.0,9.66,158.0,24.41,162.0,10.61,628.0,10.28,109.0,4.1
2024-2025,2024-51,Tuscany,34.0,450.0,49677.0,9.06,78.0,39.92,81.0,14.59,250.0,8.44,41.0,3.27
2024-2025,2024-51,Umbria,9.0,97.0,10688.0,9.08,35.0,25.44,22.0,8.46,37.0,7.5,3.0,1.69
2024-2025,2024-51,Marche,17.0,254.0,21672.0,11.72,42.0,18.41,42.0,8.95,138.0,13.17,32.0,7.58
2024-2025,2024-51,Lazio,194.0,2777.0,251310.0,11.05,374.0,33.39,384.0,13.54,1654.0,10.86,365.0,6.14
2024-2025,2024-51,Abruzzo,70.0,1020.0,88046.0,11.58,28.0,25.93,91.0,18.06,675.0,11.71,226.0,9.3
2024-2025,2024-51,Molise,11.0,68.0,14796.0,4.6,2.0,5.71,7.0,7.36,43.0,4.58,16.0,3.9
2024-2025,2024-51,Campania,11.0,239.0,14723.0,16.23,45.0,46.73,37.0,14.53,131.0,15.68,26.0,9.09
2024-2025,2024-51,Apulia,58.0,618.0,74318.0,8.32,140.0,24.72,142.0,12.16,257.0,6.21,79.0,5.06
2024-2025,2024-51,Basilicata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2024-51,Calabria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2024-51,Sicily,79.0,955.0,103746.0,9.21,116.0,27.22,170.0,15.79,538.0,8.5,131.0,5.15
2024-2025,2024-51,Sardinia,10.0,194.0,10936.0,17.74,98.0,55.18,66.0,18.52,15.0,3.73,15.0,9.5
2024-2025,2024-52,Piedmont,48.0,560.0,70496.0,7.94,14.0,6.45,46.0,6.89,393.0,9.27,107.0,5.55
2024-2025,2024-52,Aosta Valley,10.0,35.0,10911.0,3.21,5.0,4.12,5.0,2.27,22.0,4.1,3.0,1.4
2024-2025,2024-52,Lombardy,200.0,2850.0,281002.0,10.14,499.0,30.74,426.0,10.84,1553.0,9.58,372.0,5.87
2024-2025,2024-52,AP Bolzano,6.0,38.0,8790.0,4.32,8.0,9.6,4.0,2.35,23.0,4.76,3.0,2.1
2024-2025,2024-52,AP Trento,6.0,39.0,8472.0,4.6,5.0,6.83,11.0,7.35,22.0,5.03,1.0,0.53
2024-2025,2024-52,Veneto,93.0,590.0,128542.0,4.59,63.0,12.88,43.0,3.18,391.0,5.06,93.0,2.83
2024-2025,2024-52,Friuli-Venezia Giulia,21.0,81.0,26811.0,3.02,10.0,5.23,6.0,1.2,49.0,3.6,16.0,2.55
2024-2025,2024-52,Liguria,59.0,1080.0,85070.0,12.7,44.0,25.91,68.0,12.42,758.0,14.54,210.0,8.15
2024-2025,2024-52,Emilia-Romagna,89.0,1197.0,111132.0,10.77,188.0,24.6,177.0,9.82,653.0,10.82,179.0,7.13
2024-2025,2024-52,Tuscany,35.0,591.0,52418.0,11.27,56.0,40.49,64.0,14.53,387.0,11.91,84.0,5.94
2024-2025,2024-52,Umbria,11.0,115.0,13425.0,8.57,9.0,15.13,9.0,5.73,74.0,9.29,23.0,6.98
2024-2025,2024-52,Marche,19.0,167.0,23461.0,7.12,35.0,10.94,46.0,6.87,70.0,7.12,16.0,4.28
2024-2025,2024-52,Lazio,218.0,3115.0,282360.0,11.03,349.0,26.88,474.0,14.62,1793.0,10.57,499.0,7.42
2024-2025,2024-52,Abruzzo,69.0,937.0,86640.0,10.81,78.0,28.92,150.0,19.18,557.0,10.37,152.0,6.78
2024-2025,2024-52,Molise,4.0,43.0,5430.0,7.92,0.0,0.0,3.0,22.9,28.0,7.66,12.0,7.29
2024-2025,2024-52,Campania,17.0,498.0,23355.0,21.32,45.0,31.25,83.0,21.2,264.0,19.56,106.0,23.56
2024-2025,2024-52,Apulia,74.0,923.0,95046.0,9.71,158.0,23.26,176.0,12.33,464.0,8.53,125.0,6.38
2024-2025,2024-52,Basilicata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2024-52,Calabria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2024-52,Sicily,82.0,1137.0,103883.0,10.95,128.0,20.68,175.0,13.67,635.0,10.58,199.0,8.0
2024-2025,2024-52,Sardinia,11.0,134.0,12900.0,10.39,59.0,34.26,48.0,12.96,11.0,2.11,16.0,7.07
2024-2025,2025-01,Piedmont,73.0,1073.0,106579.0,10.07,41.0,11.93,67.0,6.51,737.0,11.55,228.0,7.85
2024-2025,2025-01,Aosta Valley,10.0,47.0,12419.0,3.78,4.0,3.84,4.0,1.9,30.0,4.46,9.0,3.53
2024-2025,2025-01,Lombardy,230.0,3226.0,317349.0,10.17,458.0,20.53,407.0,7.99,1879.0,10.7,482.0,7.04
2024-2025,2025-01,AP Bolzano,2.0,34.0,2810.0,12.1,8.0,18.06,4.0,4.27,10.0,8.26,12.0,54.3
2024-2025,2025-01,AP Trento,4.0,44.0,5960.0,7.38,6.0,15.75,4.0,4.58,28.0,8.4,6.0,4.37
2024-2025,2025-01,Veneto,101.0,822.0,139420.0,5.9,77.0,9.58,84.0,3.97,538.0,6.94,123.0,3.76
2024-2025,2025-01,Friuli-Venezia Giulia,25.0,134.0,29176.0,4.59,32.0,7.7,33.0,3.78,48.0,4.38,21.0,3.93
2024-2025,2025-01,Liguria,59.0,920.0,82264.0,11.18,66.0,26.91,80.0,11.86,616.0,12.67,158.0,6.47
2024-2025,2025-01,Emilia-Romagna,92.0,1074.0,111436.0,9.64,174.0,19.98,175.0,8.78,535.0,9.18,190.0,7.75
2024-2025,2025-01,Tuscany,40.0,854.0,58797.0,14.52,62.0,27.1,68.0,10.7,602.0,17.15,122.0,8.1
2024-2025,2025-01,Umbria,12.0,108.0,14453.0,7.47,17.0,19.74,11.0,4.88,64.0,7.73,16.0,5.23
2024-2025,2025-01,Marche,19.0,287.0,21975.0,13.06,40.0,12.76,37.0,5.71,169.0,19.72,41.0,10.8
2024-2025,2025-01,Lazio,214.0,3760.0,279315.0,13.46,391.0,31.26,471.0,15.14,2273.0,13.46,625.0,9.35
2024-2025,2025-01,Abruzzo,75.0,1579.0,93151.0,16.95,88.0,56.52,168.0,28.19,1030.0,17.05,293.0,11.62
2024-2025,2025-01,Molise,10.0,99.0,14062.0,7.04,0.0,0.0,1.0,1.12,73.0,8.4,25.0,6.04
2024-2025,2025-01,Campania,15.0,396.0,20684.0,19.15,58.0,32.31,50.0,13.03,230.0,20.18,58.0,15.88
2024-2025,2025-01,Apulia,69.0,1319.0,90913.0,14.51,149.0,28.65,187.0,16.25,755.0,13.83,228.0,11.61
2024-2025,2025-01,Basilicata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2025-01,Calabria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2025-01,Sicily,102.0,1578.0,131456.0,12.0,141.0,22.38,178.0,11.86,960.0,12.2,299.0,9.51
2024-2025,2025-01,Sardinia,14.0,144.0,18001.0,8.0,30.0,24.83,41.0,13.6,63.0,6.25,10.0,2.71
2024-2025,2025-02,Piedmont,75.0,1493.0,109946.0,13.58,62.0,14.46,110.0,8.92,1019.0,15.81,302.0,10.45
2024-2025,2025-02,Aosta Valley,11.0,81.0,13193.0,6.14,11.0,7.97,8.0,3.16,52.0,7.73,10.0,3.93
2024-2025,2025-02,Lombardy,270.0,5351.0,371672.0,14.4,527.0,21.93,560.0,9.96,3513.0,16.67,751.0,9.31
2024-2025,2025-02,AP Bolzano,6.0,79.0,8454.0,9.34,14.0,16.81,23.0,13.31,33.0,7.34,9.0,6.44
2024-2025,2025-02,AP Trento,7.0,85.0,9845.0,8.63,8.0,10.93,9.0,5.87,61.0,11.27,7.0,3.23
2024-2025,2025-02,Veneto,111.0,1525.0,153686.0,9.92,117.0,16.4,137.0,7.04,1087.0,12.11,184.0,4.93
2024-2025,2025-02,Friuli-Venezia Giulia,28.0,270.0,34098.0,7.92,39.0,11.15,42.0,4.89,162.0,10.91,27.0,3.77
2024-2025,2025-02,Liguria,62.0,1310.0,88230.0,14.85,51.0,24.94,67.0,11.47,950.0,17.76,242.0,9.01
2024-2025,2025-02,Emilia-Romagna,113.0,1715.0,141982.0,12.08,203.0,21.68,270.0,11.74,1030.0,13.36,212.0,6.52
2024-2025,2025-02,Tuscany,35.0,802.0,51658.0,15.53,78.0,32.53,109.0,17.19,507.0,16.89,108.0,8.37
2024-2025,2025-02,Umbria,17.0,287.0,21292.0,13.48,40.0,24.48,36.0,10.22,170.0,14.83,41.0,8.78
2024-2025,2025-02,Marche,22.0,382.0,27325.0,13.98,46.0,15.88,58.0,9.64,224.0,17.4,54.0,9.75
2024-2025,2025-02,Lazio,206.0,4242.0,268552.0,15.8,417.0,34.13,552.0,18.34,2658.0,16.42,615.0,9.56
2024-2025,2025-02,Abruzzo,83.0,1995.0,102725.0,19.42,139.0,45.26,234.0,28.91,1278.0,19.86,344.0,12.64
2024-2025,2025-02,Molise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2025-02,Campania,14.0,316.0,18496.0,17.08,56.0,37.41,62.0,16.91,146.0,14.69,52.0,15.31
2024-2025,2025-02,Apulia,79.0,1577.0,98670.0,15.98,273.0,30.52,270.0,14.22,812.0,15.62,222.0,11.83
2024-2025,2025-02,Basilicata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2025-02,Calabria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2025-02,Sicily,104.0,2057.0,132495.0,15.53,249.0,38.91,295.0,20.7,1176.0,14.75,337.0,10.5
2024-2025,2025-02,Sardinia,16.0,296.0,21510.0,13.76,63.0,43.75,71.0,20.65,133.0,11.02,29.0,6.35
2024-2025,2025-03,Piedmont,82.0,1708.0,120329.0,14.19,145.0,33.82,190.0,15.17,1090.0,15.37,283.0,8.69
2024-2025,2025-03,Aosta Valley,12.0,111.0,14764.0,7.52,15.0,10.87,19.0,7.4,63.0,8.09,14.0,4.62
2024-2025,2025-03,Lombardy,300.0,6456.0,410957.0,15.71,805.0,29.36,888.0,13.98,3992.0,17.3,771.0,8.63
2024-2025,2025-03,AP Bolzano,8.0,137.0,11681.0,11.73,15.0,18.01,22.0,12.72,85.0,11.73,15.0,8.02
2024-2025,2025-03,AP Trento,7.0,91.0,9856.0,9.23,17.0,23.22,22.0,14.45,49.0,9.1,3.0,1.35
2024-2025,2025-03,Veneto,117.0,1810.0,160633.0,11.27,233.0,27.9,279.0,12.46,1123.0,12.31,175.0,4.52
2024-2025,2025-03,Friuli-Venezia Giulia,26.0,421.0,31444.0,13.39,152.0,35.66,120.0,14.0,126.0,10.08,23.0,3.76
2024-2025,2025-03,Liguria,62.0,1253.0,87893.0,14.26,46.0,25.74,76.0,15.29,891.0,16.47,240.0,8.88
2024-2025,2025-03,Emilia-Romagna,117.0,2308.0,144691.0,15.95,396.0,37.76,445.0,18.8,1211.0,15.58,256.0,7.8
2024-2025,2025-03,Tuscany,43.0,1007.0,63447.0,15.87,138.0,51.4,166.0,23.04,584.0,15.59,119.0,7.4
2024-2025,2025-03,Umbria,12.0,202.0,14493.0,13.94,37.0,33.07,34.0,11.43,111.0,14.84,20.0,6.85
2024-2025,2025-03,Marche,25.0,453.0,30008.0,15.1,98.0,26.64,152.0,18.71,165.0,12.96,38.0,6.94
2024-2025,2025-03,Lazio,218.0,4558.0,282670.0,16.12,494.0,38.05,697.0,21.47,2760.0,16.22,607.0,9.05
2024-2025,2025-03,Abruzzo,101.0,2305.0,125790.0,18.32,198.0,44.9,344.0,31.57,1429.0,18.21,334.0,10.43
2024-2025,2025-03,Molise,4.0,48.0,6203.0,7.74,0.0,0.0,2.0,16.81,32.0,7.43,14.0,7.88
2024-2025,2025-03,Campania,14.0,257.0,16893.0,15.21,52.0,29.36,79.0,19.42,104.0,13.09,22.0,7.08
2024-2025,2025-03,Apulia,85.0,1576.0,107079.0,14.72,369.0,42.28,377.0,20.2,686.0,11.86,144.0,6.59
2024-2025,2025-03,Basilicata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2025-03,Calabria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2025-03,Sicily,111.0,2008.0,140387.0,14.3,280.0,36.94,295.0,17.94,1124.0,13.58,309.0,9.2
2024-2025,2025-03,Sardinia,17.0,323.0,22154.0,14.58,78.0,48.27,100.0,27.69,133.0,10.62,12.0,2.73
2024-2025,2025-04,Piedmont,82.0,1831.0,120469.0,15.2,127.0,29.62,259.0,20.72,1154.0,16.21,291.0,8.95
2024-2025,2025-04,Aosta Valley,11.0,148.0,13990.0,10.58,27.0,25.94,25.0,11.7,76.0,9.76,20.0,6.6
2024-2025,2025-04,Lombardy,290.0,7275.0,398322.0,18.26,1174.0,43.26,1292.0,20.69,4030.0,18.09,779.0,9.07
2024-2025,2025-04,AP Bolzano,9.0,195.0,13049.0,14.94,23.0,27.61,36.0,19.21,122.0,15.17,14.0,6.08
2024-2025,2025-04,AP Trento,8.0,117.0,11436.0,10.23,16.0,21.86,22.0,14.24,74.0,11.49,5.0,1.84
2024-2025,2025-04,Veneto,117.0,2176.0,158992.0,13.69,334.0,40.22,393.0,17.65,1264.0,13.97,185.0,4.88
2024-2025,2025-04,Friuli-Venezia Giulia,29.0,652.0,37232.0,17.51,206.0,43.61,162.0,16.08,222.0,14.7,62.0,8.45
2024-2025,2025-04,Liguria,65.0,1541.0,91789.0,16.79,140.0,43.97,209.0,25.03,1001.0,18.69,191.0,7.15
2024-2025,2025-04,Emilia-Romagna,117.0,2813.0,144532.0,19.46,496.0,46.93,697.0,28.4,1381.0,17.94,239.0,7.37
2024-2025,2025-04,Tuscany,41.0,1088.0,60618.0,17.95,142.0,64.05,151.0,22.89,653.0,18.02,142.0,9.12
2024-2025,2025-04,Umbria,13.0,313.0,15887.0,19.7,75.0,45.9,82.0,23.87,136.0,17.08,20.0,7.0
2024-2025,2025-04,Marche,26.0,508.0,30849.0,16.47,114.0,28.97,155.0,18.41,194.0,14.83,45.0,8.32
2024-2025,2025-04,Lazio,222.0,4692.0,288662.0,16.25,537.0,40.48,739.0,22.29,2839.0,16.37,577.0,8.39
2024-2025,2025-04,Abruzzo,85.0,2348.0,108198.0,21.7,245.0,79.86,380.0,45.72,1415.0,20.58,308.0,10.98
2024-2025,2025-04,Molise,10.0,93.0,13464.0,6.91,3.0,8.57,9.0,10.3,67.0,7.95,14.0,3.67
2024-2025,2025-04,Campania,14.0,304.0,19132.0,15.89,46.0,37.28,62.0,20.45,174.0,15.5,22.0,6.05
2024-2025,2025-04,Apulia,94.0,2402.0,118203.0,20.32,455.0,45.61,519.0,24.53,1123.0,17.65,305.0,13.01
2024-2025,2025-04,Basilicata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2025-04,Calabria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2025-04,Sicily,109.0,2252.0,138037.0,16.31,299.0,42.36,409.0,26.17,1234.0,15.06,310.0,9.28
2024-2025,2025-04,Sardinia,18.0,478.0,22968.0,20.81,141.0,75.89,176.0,42.12,118.0,9.42,43.0,9.78
2024-2025,2025-05,Piedmont,82.0,1717.0,119592.0,14.36,134.0,31.25,239.0,19.01,1109.0,15.7,235.0,7.32
2024-2025,2025-05,Aosta Valley,11.0,156.0,13193.0,11.82,43.0,31.16,45.0,17.75,55.0,8.17,13.0,5.1
2024-2025,2025-05,Lombardy,298.0,7278.0,410348.0,17.74,1200.0,39.34,1439.0,20.91,3944.0,17.59,695.0,8.0
2024-2025,2025-05,AP Bolzano,8.0,225.0,11620.0,19.36,23.0,27.61,37.0,20.66,147.0,21.34,18.0,8.53
2024-2025,2025-05,AP Trento,9.0,110.0,12990.0,8.47,20.0,27.32,23.0,14.62,67.0,8.99,0.0,0.0
2024-2025,2025-05,Veneto,120.0,2256.0,164851.0,13.69,351.0,41.07,439.0,18.82,1263.0,13.43,203.0,5.22
2024-2025,2025-05,Friuli-Venezia Giulia,31.0,645.0,37858.0,17.04,205.0,42.11,191.0,18.05,225.0,14.79,24.0,3.34
2024-2025,2025-05,Liguria,60.0,1182.0,84750.0,13.95,84.0,45.33,102.0,20.42,827.0,15.88,169.0,6.55
2024-2025,2025-05,Emilia-Romagna,119.0,2839.0,145514.0,19.51,492.0,45.45,658.0,26.08,1435.0,18.7,254.0,7.76
2024-2025,2025-05,Tuscany,38.0,991.0,57672.0,17.18,112.0,55.5,169.0,28.55,586.0,16.85,124.0,8.29
2024-2025,2025-05,Umbria,17.0,316.0,21541.0,14.67,58.0,33.22,96.0,28.11,142.0,12.19,20.0,4.22
2024-2025,2025-05,Marche,23.0,472.0,27681.0,17.05,111.0,33.57,146.0,19.29,188.0,16.02,27.0,5.33
2024-2025,2025-05,Lazio,218.0,4337.0,283086.0,15.32,526.0,39.65,738.0,22.44,2538.0,14.96,535.0,7.95
2024-2025,2025-05,Abruzzo,91.0,2496.0,116844.0,21.36,282.0,83.16,436.0,48.74,1472.0,19.78,306.0,10.17
2024-2025,2025-05,Molise,10.0,85.0,13130.0,6.47,6.0,17.14,13.0,15.29,52.0,6.45,14.0,3.61
2024-2025,2025-05,Campania,13.0,298.0,16910.0,17.62,77.0,49.74,93.0,26.09,112.0,12.95,16.0,5.08
2024-2025,2025-05,Apulia,82.0,1768.0,102547.0,17.24,394.0,43.79,451.0,25.0,764.0,13.79,159.0,7.9
2024-2025,2025-05,Basilicata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2025-05,Calabria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-2025,2025-05,Sicily,110.0,2124.0,139791.0,15.19,403.0,47.36,431.0,24.12,1035.0,12.84,255.0,7.77
2024-2025,2025-05,Sardinia,19.0,440.0,24426.0,18.01,165.0,86.48,126.0,30.5,116.0,8.72,33.0,6.5
2024-2025,2025-06,Piedmont,82.0,1535.0,119859.0,12.81,125.0,29.15,185.0,14.72,991.0,13.97,234.0,7.3
2024-2025,2025-06,Aosta Valley,11.0,157.0,13193.0,11.9,43.0,31.16,36.0,14.2,54.0,8.02,24.0,9.42
2024-2025,2025-06,Lombardy,281.0,6269.0,384732.0,16.29,965.0,34.79,1139.0,18.13,3530.0,16.58,635.0,7.82
2024-2025,2025-06,AP Bolzano,6.0,131.0,8919.0,14.69,4.0,9.03,13.0,11.87,107.0,18.14,7.0,4.73
2024-2025,2025-06,AP Trento,8.0,74.0,12041.0,6.15,6.0,15.75,12.0,12.27,53.0,7.11,3.0,0.93
2024-2025,2025-06,Veneto,118.0,1932.0,162597.0,11.88,261.0,32.16,317.0,14.54,1146.0,12.29,208.0,5.28
2024-2025,2025-06,Friuli-Venezia Giulia,33.0,532.0,41244.0,12.9,198.0,38.92,162.0,14.84,137.0,8.03,35.0,4.28
2024-2025,2025-06,Liguria,63.0,1024.0,89587.0,11.43,58.0,32.66,86.0,17.15,727.0,13.15,153.0,5.56
2024-2025,2025-06,Emilia-Romagna,122.0,2596.0,150742.0,17.22,494.0,44.68,556.0,21.54,1305.0,16.15,241.0,7.29
2024-2025,2025-06,Tuscany,39.0,723.0,57718.0,12.53,126.0,52.54,122.0,18.88,397.0,11.65,78.0,5.28
2024-2025,2025-06,Umbria,16.0,307.0,19805.0,15.5,69.0,50.15,56.0,19.72,158.0,13.96,24.0,5.62
2024-2025,2025-06,Marche,22.0,359.0,25221.0,14.23,90.0,24.04,141.0,17.76,111.0,11.78,17.0,4.13
2024-2025,2025-06,Lazio,224.0,3907.0,291735.0,13.39,472.0,35.58,647.0,19.52,2306.0,13.12,482.0,6.92
